,Floor,Number of floors,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Terrace surface,Terrace orientation,Accessible for disabled people,Intercom,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Website,Available as of,Living room surface,Garden surface,Elevator,TV cable,Heating type,Double glazing,Garden orientation,Price,Kitchen type,Kitchen surface,Neighbourhood or locality,Construction year,Building condition,Virtual visit,Basement,Furnished,Thermic solar panels,External reference,Number of frontages,Swimming pool,Property name,Street frontage width,Dining room,Dressing room,Laundry room,Basement surface,Visio phone,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Monthly charges,Cadastral income,Agent's name,Flood zone type,Office,Armored door,Caretaker,Secure access / alarm,As built plan,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Common water heater,Total ground floor buildable,Living room,Garden,Terrace,Available date,Bedroom 4 surface,Obligation to build,How many fireplaces?,Jacuzzi,Sauna,Office surface,Professional space,Attic surface,Sea view,Attic,Internet,Type of building,Number of annexes,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Air conditioning
9206513,2,,1,,"Living area (residential, urban or rural)",99m² square meters,2,13m² square meters,,,1,,1,4m² square meters,,,Yes,179 kWh/m² kilowatt hour per square meters,C,20210303016071,Not specified,17649 kWh/year,No,Boulevard d'Avroy 238B 4000- Liège,http://www.dorbleus.be,After signing the deed,30m² square meters,,Yes,,Electric,Yes,,,Installed,11m² square meters,,1998,As new,360° tour,Yes,,,4277797,2,,,,,,,,,,,,,,,"€ 1,088 1088 €",,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207015,1,,,,,83m² square meters,2,,,,1,,,,,No,,270 kWh/m² kilowatt hour per square meters,C,20190703-0002175034-RES-1,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,After signing the deed,,,No,Yes,Electric,Yes,,,,,,1998,Good,,Yes,No,No,,4,,,,,,,,,Yes,No,No,No,,,€ 793 793 €,,Non flood zone,,No,,No,,270,,No,No,No,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9206974,3,,,,,83m² square meters,2,,,,1,,,,,No,,181 kWh/m² kilowatt hour per square meters,B,20190421-0002148174-RES-2,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,After signing the deed,,,No,Yes,Gas,Yes,,,,,,1989,Good,,,No,No,,2,,,,,,,,,Yes,No,No,No,,,€ 830 830 €,,Non flood zone,,No,,No,,181,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
9207057,2,,,,,101m² square meters,2,,,,1,,,,,No,,99 kWh/m² kilowatt hour per square meters,A,20210114-0002357923-RES-3,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,,,Yes,Yes,Gas,No,,,Hyper equipped,,,1958,Good,,,No,No,,2,No,,,Yes,,,,,Yes,No,No,No,,,€ 728 728 €,,Non flood zone,,No,,No,,99,"Yes, conform",No,No,No,,,,,,,,,No,No,,,,,,,,,,,,,,,
9207210,3,,,,,78m² square meters,2,,,,1,,,,,No,,308 kWh/m² kilowatt hour per square meters,D,20190506-0002157395-RES-1,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,After signing the deed,,,Yes,No,Gas,Yes,,,,,,1958,Good,,Yes,No,No,,3,No,,,,,,,,Yes,No,No,No,,,€ 651 651 €,,Non flood zone,,No,,No,,308,"Yes, conform",No,No,No,,,,,,,,,No,No,,,,,,,,,,,,,,,
9207058,2,,,,,46m² square meters,1,,,,1,,,,,No,,134 kWh/m² kilowatt hour per square meters,B,20191127-0002222822-RES-1,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,,,,Yes,Yes,Gas,Yes,,,,,,1993,Good,,,No,No,,2,,,,,,,,,Yes,No,No,No,,,€ 743 743 €,,Non flood zone,,No,,No,,134,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,
9207043,4,,,,,115m² square meters,2,,,,1,,,,,No,,156 kWh/m² kilowatt hour per square meters,B,20180512-0002057706-1,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,After signing the deed,,,Yes,No,Gas,No,,,,,,1970,Good,,,No,No,,4,No,,,,,,,,Yes,No,No,No,,,€ 803 803 €,,Non flood zone,,No,,No,,156,,No,No,No,,,,Yes,,,,,No,No,,,,,,,,,,,,,,,
9207251,1,2,,,,99m² square meters,2,,,,1,,,,,No,,230 kWh/m² kilowatt hour per square meters,C,20141224-0001718527-1,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,After signing the deed,,,No,Yes,Gas,Yes,,,Hyper equipped,,,,Good,,,No,No,,2,,,,Yes,,,,,Yes,No,No,No,,,€ 833 833 €,,Non flood zone,,No,,No,,230,No,No,No,No,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207254,2,,,,,95m² square meters,1,,,,1,,,,,No,,135 kWh/m² kilowatt hour per square meters,B,71022G2007/00963/EP05052/B162/D01/SD007,Not specified,Not specified,No,Kempische Steenweg 398 3500- Hasselt,http://www.era.be/era-nobis,After signing the deed,,,Yes,No,Gas,Yes,,,,,,2010,Good,,,No,No,,4,,,,,,,,,Yes,No,No,No,,,"€ 1,098 1098 €",,Non flood zone,,No,,No,,135,"Yes, conform",No,No,No,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207783,7,9,1,,"Living area (residential, urban or rural)",140m² square meters,3,14m² square meters,12m² square meters,14m² square meters,1,1,2,9m² square meters,South West,Yes,Yes,233 kWh/m² kilowatt hour per square meters,C,20180613007423,Not specified,Not specified,No,,,Immediately,36m² square meters,,Yes,Yes,Gas,Yes,,"€ 365,000 365000 €",Hyper equipped,14m² square meters,Bord de Meuse face au port de yachts,1963,As new,,,No,,,,No,Résidence CONGRES,,,Yes,Yes,4m² square meters,No,,,,,,€ 185 185 €,"€ 1,395 1395 €",,,No,Yes,,Yes,,,,,,No,,,,,,,,,No,No,,No,,,,Yes,All kind,,,,,,,,
9207633,1,3,,,Isolated,53m² square meters,,,,,1,1,1,4m² square meters,,Yes,Yes,186 kWh/m² kilowatt hour per square meters,D,Not specified,55 kg CO₂/m²,Not specified,No,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",http://www.immoabita.be,Depending on the tenant,35m² square meters,,Yes,,Gas,Yes,,"€ 185,000 185000 €",Hyper equipped,6m² square meters,Bruxelles Est,1965,As new,,Yes,No,,4296990,2,No,,,,,,,Yes,Yes,Yes,,,"Living area (residential, urban or rural)",€ 40 40 €,€ 827 827 €,,Non flood zone,,,,,,,,,,,53m² square meters,,,,June 2 2021 - 12:00 AM,,,,,,,,,,,,,,,,,,,,
9207925,2,5,,,Urban,28m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1622/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207926,2,5,,,Urban,26m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1623/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207924,2,5,,,Urban,20m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1621/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207920,1,5,,,Urban,18m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1617/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207922,1,5,,,Urban,26m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1619/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207923,2,5,,,Urban,18m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1620/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207928,3,5,,,Urban,20m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1625/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207927,3,5,,,Urban,18m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1624/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207929,3,5,,,Urban,28m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1626/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207930,3,5,,,Urban,26m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1627/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207935,4,5,,,Urban,20m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1629/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207933,4,5,,,Urban,28m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1630/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207931,4,5,,,Urban,18m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1628/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207932,4,5,,,Urban,26m² square meters,,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Bondgenotenlaan 33 3000- Leuven,,,,,,,,No,,,,,,,As new,,,No,,1631/TK/03/2021,,,,,,,,,,Yes,No,No,No,Residential area with cultural historical aesthetic value,,,,Non flood zone,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
9207997,2,3,,,,60m² square meters,2,16m² square meters,9m² square meters,,1,,1,,,,,171 kWh/m² kilowatt hour per square meters,C,20210225019061,1000 kg CO₂/m²,13348 kWh/year,No,Rue d'Incourt 37 1315- Opprebais,http://www.immobienetre.be,After signing the deed,20m² square meters,,,,Gas,Yes,,,Installed,6m² square meters,,1950,Good,Link to the virtual visit,,No,,3590 - 4695,2,,,,,,,,,Yes,,No,,"Living area (residential, urban or rural)",,€ 637 637 €,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208008,1,,1,,,,2,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Roeselaarseweg 12 8820- Torhout,http://www.pieterblomme.be,,,,,,,No,,"€ 225,000 225000 €",,,,2021,Good,,,No,,Beaufort 101,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208009,1,,1,,,,2,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Roeselaarseweg 12 8820- Torhout,http://www.pieterblomme.be,,,,,,,No,,"€ 225,000 225000 €",,,,2021,Good,,,No,,Beaufort 102,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208013,2,,1,,,,2,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Roeselaarseweg 12 8820- Torhout,http://www.pieterblomme.be,,,,,,,No,,,,,,2021,Good,,,No,,Beaufort 201,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208017,4,,1,,,,3,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Roeselaarseweg 12 8820- Torhout,http://www.pieterblomme.be,,,,,,,No,,"€ 255,000 255000 €",,,,2021,Good,,,No,,Roquefort 401,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208021,3,,1,,,,3,,,,2,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Roeselaarseweg 12 8820- Torhout,http://www.pieterblomme.be,,,,,,,No,,"€ 275,000 275000 €",,,,2021,Good,,,No,,Beaufort 101,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208020,3,,1,,,,3,,,,1,,1,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Roeselaarseweg 12 8820- Torhout,http://www.pieterblomme.be,,,,,,,No,,"€ 275,000 275000 €",,,,2021,Good,,,No,,Beaufort 301,2,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208174,1,1,,,,96m² square meters,2,,,,1,,,6m² square meters,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Waaibergstraat 92 3300- Tienen,http://www.era.be/immopunt,At delivery,,,Yes,Yes,Gas,No,,"€ 249,000 249000 €",,,,2021,Good,,,Yes,No,,2,No,,25 m,,,,,,Yes,No,No,No,,,,,,,No,,No,,,,No,No,No,,,,,,,,,No,No,,,,,,,,,,,,,,,
9208175,1,1,,,,75m² square meters,1,,,,1,,,6m² square meters,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Waaibergstraat 92 3300- Tienen,http://www.era.be/immopunt,At delivery,,,Yes,Yes,Gas,No,,"€ 231,000 231000 €",,,,2021,Good,,,Yes,No,,2,No,,25 m,,,,,,Yes,No,No,No,,,,,,,No,,No,,,,No,No,No,,,,,,,,,No,No,,,,,,,,,,,,,,,
9208176,1,1,,,,75m² square meters,1,,,,1,,,6m² square meters,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Waaibergstraat 92 3300- Tienen,http://www.era.be/immopunt,At delivery,,,Yes,Yes,Gas,No,,"€ 231,000 231000 €",,,,2021,Good,,,Yes,No,,2,No,,25 m,,,,,,Yes,No,No,No,,,,,,,No,,No,,,,No,No,No,,,,,,,,,No,No,,,,,,,,,,,,,,,
9208210,2,3,1,,,134m² square meters,2,,,,2,,2,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Schoolstraat 43 8540- Deerlijk,http://www.immotaelman.be,,,,Yes,Yes,,No,,"€ 465,000 465000 €",,,,2021,,,,,,App 16.02.01,,No,Luxe appartement in het centrum van Deerlijk,,,Yes,,,No,Yes,Yes,No,No,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9208317,2,4,,,,58m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0755,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208211,1,3,1,,,178m² square meters,3,,,,3,,2,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Schoolstraat 43 8540- Deerlijk,http://www.immotaelman.be,,,,Yes,Yes,,No,,"€ 585,000 585000 €",,,,2021,,,,,,App 16.01.02,,No,Luxe appartement in het centrum van Deerlijk,,,Yes,Yes,,No,Yes,Yes,No,No,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,,
9208318,2,4,,,,53m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0754,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208212,1,3,1,,,135m² square meters,2,,,,2,,2,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Schoolstraat 43 8540- Deerlijk,http://www.immotaelman.be,,,,Yes,Yes,,No,,"€ 450,000 450000 €",,,,2021,,,,,,App 16.01.01,,No,Luxe appartement in het centrum van Deerlijk,,,Yes,Yes,,No,Yes,Yes,No,No,"Living area (residential, urban or rural)",,,,,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9208320,2,4,,,,79m² square meters,1,,,,1,,,12m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,South,"€ 243,000 243000 €",,,,,,,,No,,S0216-01-0744,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208319,2,4,,,,52m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,South,,,,,,,,,No,,S0216-01-0745,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208324,1,4,,,,58m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0751,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208321,3,4,,,,172m² square meters,2,,,,2,,,99m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,South East,"€ 661,000 661000 €",,,,,,,,No,,S0216-01-0746,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208325,1,4,,,,53m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0752,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208326,1,4,,,,105m² square meters,2,,,,1,,,14m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,South East,"€ 329,000 329000 €",,,,,,,,No,,S0216-01-0753,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208328,2,4,,,,53m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0757,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208327,2,4,,,,58m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0756,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208330,3,4,,,,171m² square meters,2,,,,2,,,66m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,North East,"€ 621,000 621000 €",,,,,,,,No,,S0216-01-0759,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208329,2,4,,,,105m² square meters,2,,,,1,,,14m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,South East,"€ 339,000 339000 €",,,,,,,,No,,S0216-01-0758,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208334,1,4,,,,79m² square meters,1,,,,1,,,12m² square meters,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,South,,,,,,,,,No,,S0216-01-0742,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208332,1,4,,,,52m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,South,,,,,,,,,No,,S0216-01-0743,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208685,2,2,,1,,75m² square meters,2,,,,1,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,"place d'Omalius, 1 5000- Namur",http://www.hutimo.be,After signing the deed,,,,,,,,,,,,,As new,,,Yes,,4294549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208441,3,,,,,67m² square meters,2,,,,1,,,,,No,No,157 kWh/m² kilowatt hour per square meters,B,1269413,Not specified,Not specified,,Sparrendreef 90 – Kustlaan 239 – Duinbergenlaan 92 8300- Knokke-Heist,http://www.pallen.be,,,,Yes,No,,No,,,,,,,As new,,Yes,,,San Marco 31,,No,,,,No,,,No,,,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,,No,No,,,,,,,,Yes,,Yes,,,No,,,,,,,,,,,,,,,,,,
9208333,1,4,,,,53m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0749,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9208331,1,4,,,,58m² square meters,1,,,,1,,,,,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Broekermolenplein 2 3500- Hasselt,http://www.matexi.be,,,,Yes,No,,No,West,,,,,,,,,No,,S0216-01-0750,,No,,,,No,,,No,,,,,,,,,,No,,No,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
9308250,1,2,,,,55m² square meters,1,10m² square meters,,,,1,,4m² square meters,,,,Not specified,Not specified,20161212-0000-366658-01-3,Not specified,Not specified,No,Avenue Charles Quint 101 1083- Ganshoren,,,26m² square meters,,,,Gas,Yes,,,Installed,10m² square meters,,1954,,,,No,No,G1162,2,,,,Yes,,,,,,,,,,,€ 596 596 €,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9308557,4,4,1,,,99m² square meters,2,,,,1,,1,9m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Charles Magnette 24/40 4000- Liège,http://www.treviliege.be,,31m² square meters,,Yes,,Gas,Yes,,"€ 315,000 315000 €",Not installed,,,,,,Yes,No,,13959 - 111113995,,,,,,,,,,,,,,,,€ 1 1 €,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308525,2,3,,,Urban,157m² square meters,3,,,,1,,2,49m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Vredestraat 45 8790- Waregem,http://www.eribo.be,,,,,,,No,,"€ 589,000 589000 €",,,,2019,As new,,,No,,Blanc de Blancs De Luxe | 90/21,2,,Blanc de Blancs De Luxe,,,,,,,Yes,Yes,No,No,"Living area (residential, urban or rural)",,,,Non flood zone,No,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
9308554,2,4,1,,,98m² square meters,2,,,,1,,1,9m² square meters,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Rue Charles Magnette 24/40 4000- Liège,http://www.treviliege.be,,31m² square meters,,Yes,,Gas,Yes,,"€ 274,000 274000 €",Not installed,,,,,,Yes,No,,13954 - 111113993,,,,,,,,,,,,,,,,€ 1 1 €,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
