,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Street frontage width,Number of frontages,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Elevator,Accessible for disabled people,Intercom,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Outdoor parking spaces,Garden surface,Garden orientation,Conformity certification for fuel tanks,Covered parking spaces,Terrace surface,Planning permission obtained,Agent's name,Garden,Terrace,E-level (overall energy performance),Neighbourhood or locality,Attic surface,Bedroom 4 surface,Bedroom 5 surface,Basement surface,Professional space surface,Secure access / alarm,Living room,How many fireplaces?,Dressing room,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Obligation to build,Terrace orientation,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Maximum duration of annuity,Monthly charges,Number of annexes,Percentage rented,Property name,EPC description,Extra information,Age of annuitant
10144502,10144502,house,house,990000,forsale,5377,xl,hyperequipped,1950,good,fueloil,,2,14515,,,,true,,,1,95,,Namur,,,1950,Good,69 m,4,,,560m²square meters,,,Hyper equipped,,2,,,,1,,4,,,,,Yes,14515m²square meters,,,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Fuel oil,Yes,,,,,,,"€ 990,000990000 €","€ 2,7642764 €",No,Chaussée de Rochefort 73 6900- Marloie,http://www.luxinvest.be,261 - 1378,Namur,95,,South,"Yes, conform",1,,,,Yes,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140035,10140035,house,house,139000,forsale,5550,xl,,,torenovate,fueloil,572,6,700,,true,700,true,,,,2,,Namur,After signing the deed,,,To renovate,,4,,,270m²square meters,40m²square meters,Yes,,18m²square meters,6,23m²square meters,22m²square meters,15m²square meters,1,,2,,,Yes,,No,700m²square meters,,,Yes,,,,,,572 kWh/m²kilowatt hour per square meters,G,20210610018597,Not specified,89259 kWh/year,No,Fuel oil,,,,No,,Non flood zone,,"€ 139,000139000 €",€ 522522 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5710 - 4604135,Namur,2,700m²square meters,,,,40m²square meters,,,,,,,,14m²square meters,13m²square meters,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9876103,9876103,house,house,229000,forsale,5580,xl,,1963,good,fueloil,85211,4,750,,true,,,,,1,1,,Namur,After signing the deed,,1963,Good,,4,,,170m²square meters,32m²square meters,,,,4,,,,,1,1,,,Yes,,No,750m²square meters,,,,,,,,,85211 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,,"€ 229,000229000 €",€ 793793 €,No,Chaussée de Rochefort 73 6900- Marloie,http://www.luxinvest.be,209 - 1365,Namur,1,,South West,,1,,,,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103788,10103788,house,house,150000,forsale,5377,xl,,,torenovate,fueloil,811,3,607,true,,,true,true,,1,2,,Namur,After signing the deed,,,To renovate,,4,Isolated,,200m²square meters,20m²square meters,Yes,,5m²square meters,3,1751m²square meters,14m²square meters,15m²square meters,1,1,1,14m²square meters,Yes,,,No,607m²square meters,,Not connected,No,,,,,,811 kWh/m²kilowatt hour per square meters,G,20140525000320,200 kg CO₂/m²,133350 kWh/year,,Fuel oil,,,,,,Non flood zone,,"€ 150,000150000 €",€ 426426 €,No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4870103,Namur,2,,,,1,,,,,Yes,,Zone Nord Province du Luxembourg,66m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10043560,10043560,house,mansion,1695000,forsale,5537,xl,usahyperequipped,1980,good,fueloil,198,8,30000,true,,29500,true,true,,4,20,,Namur,After signing the deed,June 20 2022 - 12:00 AM,1980,Good,,4,Countryside,,,,,USA hyper equipped,,8,20m²square meters,18m²square meters,17m²square meters,6,4,7,,Yes,,Yes,No,30000m²square meters,,Connected,Yes,No,No,,Yes,No,198 kWh/m²kilowatt hour per square meters,C,20150902022296,Not specified,Not specified,,Fuel oil,Yes,,No,No,No,Non flood zone,Farming area,"€ 1,695,0001695000 €",,No,Kustlaan 105 8300- Knokke-Heist,http://www.hetzoute.be,4857952,Namur,20,29500m²square meters,,,4,,Yes,,,Yes,,,,15m²square meters,15m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123639,10123639,house,house,99500,forsale,5540,xl,semiequipped,1972,good,gas,802,2,378,,,,,,,4,,,Namur,To be defined,,1972,Good,,4,,,87m²square meters,18m²square meters,,Semi equipped,6m²square meters,2,8m²square meters,7m²square meters,,1,,1,,,,,No,378m²square meters,,,,,,,,,802 kWh/m²kilowatt hour per square meters,G,20210414022423,Not specified,59676 kWh/year,No,Gas,,,,,,,,"€ 99,50099500 €",€ 294294 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5550 - 4604116,Namur,,,South,,4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088776,10088776,house,house,159500,forsale,5380,xl,semiequipped,,torenovate,fueloil,526,4,553,,true,,true,,,,,,Namur,,,,To renovate,,3,,,125m²square meters,,Yes,Semi equipped,11m²square meters,4,12m²square meters,11m²square meters,10m²square meters,1,,1,,,Yes,,No,553m²square meters,,,,,,,Yes,,526 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,No,Fuel oil,,,,,,,,"Make an offer starting from€ 159,500Make an offer starting from159500 €",€ 275275 €,No,"Rue des Brasseurs (Grand' Place), 1 4500- Huy",http://www.trevirasquain.be,15965 - 111114702,Namur,,,South East,,,,,,Yes,Yes,,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123582,10123582,house,chalet,99500,forsale,5540,xl,semiequipped,1972,good,gas,802,2,378,,,,,,,4,,,Namur,To be defined,,1972,Good,,4,,,87m²square meters,18m²square meters,,Semi equipped,6m²square meters,2,8m²square meters,7m²square meters,,1,,1,,,,,No,378m²square meters,,,,,,,,,802 kWh/m²kilowatt hour per square meters,G,20210414022423,Not specified,59676 kWh/year,No,Gas,,,,,,,,"€ 99,50099500 €",€ 294294 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5549 - 4604116,Namur,,,South,,4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135559,10135559,house,house,219000,forsale,5300,xl,installed,,good,gas,209,2,586,,,,true,,,,,,Namur,After signing the deed,,,Good,13 m,4,,,120m²square meters,32m²square meters,,Installed,,2,,,,1,,1,,,,,No,586m²square meters,19.7 mmeters,,Yes,,,,,,209 kWh/m²kilowatt hour per square meters,C,20150518005684,33 kg CO₂/m²,23474 kWh/year,No,Gas,Yes,,,,,,,"€ 219,000219000 €",€ 329329 €,No,Route du Condroz 151 4550- Nandrin,http://www.immo-bertrand.be,3037 - 2498,Namur,,,South,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9971544,9971544,house,house,199000,forsale,5580,xl,installed,1875,tobedoneup,fueloil,423,4,300,,,,,true,,,,,Namur,After signing the deed,,1875,To be done up,,4,,,137m²square meters,,,Installed,,4,,,,2,,3,9m²square meters,Yes,,,No,300m²square meters,,,,,,,,,423 kWh/m²kilowatt hour per square meters,E,20220613020607,Not specified,Not specified,No,Fuel oil,Yes,,,,,,,"€ 199,000199000 €",€ 647647 €,No,Rue du Commerce 25 6890- Libin,http://www.immobiliere-mustang.be,207 - 1439,Namur,,,West,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10067654,10067654,house,house,275000,forsale,5500,xl,semiequipped,1803,torenovate,fueloil,411,4,960,,true,50,true,true,,4,3,,Namur,To be defined,,1803,To renovate,30 m,4,,Link to the virtual visit,250m²square meters,31m²square meters,,Semi equipped,19m²square meters,4,16m²square meters,15m²square meters,14m²square meters,1,1,1,17m²square meters,Yes,,,No,960m²square meters,23 mmeters,,,,,,,,411 kWh/m²kilowatt hour per square meters,E,20210923023524,99 kg CO₂/m²,106640 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 275,000275000 €",€ 750750 €,No,Route Saint-Gérard 35100- Namur,http://www.goimmobilier.be,7104 - 5637,Namur,3,50m²square meters,North West,,4,280m²square meters,,,,,,,,12m²square meters,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002781,10002781,house,countrycottage,339000,forsale,5300,xl,semiequipped,,good,fueloil,349,3,1471,,true,770,true,,,1,,,Namur,After signing the deed,,,Good,12 m,4,,,219m²square meters,40m²square meters,,Semi equipped,,3,,,,1,,2,,,Yes,,No,1471m²square meters,62 mmeters,,Yes,,,,,,349 kWh/m²kilowatt hour per square meters,E,20220705008990,87 kg CO₂/m²,76512 kWh/year,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 339,000Make an offer starting from339000 €",€ 540540 €,No,Avenue des Ardennes 1/02 4500- Huy,http://www.immo-bertrand.be,2783 - 2448,Namur,,770m²square meters,North East,,1,60m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063681,10063681,house,house,385000,forsale,5140,xl,installed,1969,torestore,fueloil,222,4,1122,,true,,true,true,,1,3,,Namur,,,1969,To restore,,4,,,166m²square meters,46m²square meters,Yes,Installed,13m²square meters,4,14m²square meters,12m²square meters,12m²square meters,1,,1,,Yes,Yes,,No,1122m²square meters,,,,,,,,,222 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Fuel oil,Yes,,,,,,,"€ 385,000385000 €","€ 1,0751075 €",No,Chaussé de Nivelles 22 5140- Sombreffe,http://www.davidrobin.be,6448 - 3322,Namur,3,,South West,,1,,,,Yes,Yes,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092569,10092569,house,house,200000,forsale,5060,xl,notinstalled,,torenovate,fueloil,518,5,585,true,true,365,true,,,1,,,Namur,After signing the deed,,,To renovate,20 m,2,,,172m²square meters,17m²square meters,Yes,Not installed,12m²square meters,5,16m²square meters,19m²square meters,16m²square meters,1,1,2,,,Yes,Yes,No,585m²square meters,20 mmeters,Connected,No,No,No,,Yes,,518 kWh/m²kilowatt hour per square meters,G,20220614017148,Not specified,125396 kWh/year,,Fuel oil,Yes,225m²square meters,,,,,,"€ 200,000200000 €",€ 736736 €,No,Rue Félix Protin 1 5060- Auvelais,http://www.myimmo.be,4900662,Namur,,365m²square meters,,,1,,,,,Yes,,Namurois,,11m²square meters,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135474,10135474,house,countrycottage,525000,forsale,5310,xl,hyperequipped,1753,justrenovated,fueloil,444,4,1340,,true,,true,,,2,6,,Namur,After signing the deed,,1753,Just renovated,,4,,,360m²square meters,40m²square meters,,Hyper equipped,,4,35m²square meters,27m²square meters,18m²square meters,3,2,4,,,Yes,,No,1340m²square meters,,,,,,,,,444 kWh/m²kilowatt hour per square meters,F,Not specified,109 kg CO₂/m²,138598 kWh/year,No,Fuel oil,,,,,,,,"€ 525,000525000 €",€ 497497 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5695 - 4604050,Namur,6,,South,"Yes, conform",2,60m²square meters,,,Yes,,,,,11m²square meters,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091689,10091689,house,villa,465000,forsale,5101,xl,installed,1982,good,fueloil,132,5,1264,true,,1100,true,,,2,6,,Namur,After signing the deed,November 30 2022 - 12:00 AM,1982,Good,13.7 m,4,,,230m²square meters,33m²square meters,Yes,Installed,17m²square meters,5,22m²square meters,16m²square meters,15m²square meters,2,1,2,,,,Yes,No,1264m²square meters,,,,No,No,,,No,132 kWh/m²kilowatt hour per square meters,B,20220828006569,32 kg CO₂/m²,37026 kWh/year,,Fuel oil,Yes,,,,,Non flood zone,,"€ 465,000465000 €","€ 1,9601960 €",No,Chaussée de Marche 4745101- Erpent,http://www.latouretpetit.be,4891099,Namur,6,1100m²square meters,,,2,60m²square meters,,,,,,,,13m²square meters,12m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092480,10092480,house,house,495000,forsale,5310,xl,hyperequipped,2000,,fueloil,130,4,1070,,true,,true,,,2,4,,Namur,After signing the deed,,2000,,16 m,4,,,245m²square meters,42m²square meters,,Hyper equipped,18m²square meters,4,24m²square meters,20m²square meters,18m²square meters,1,1,2,,,Yes,,No,1070m²square meters,,,,,,,,,130 kWh/m²kilowatt hour per square meters,B,20220902007054,1000 kg CO₂/m²,32085 kWh/year,No,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 495,000Make an offer starting from495000 €","€ 1,4101410 €",No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5267 - 4604134,Namur,4,,South,"Yes, conform",2,80m²square meters,,,Yes,,,,,18m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10097179,10097179,house,house,380000,forsale,5140,xl,,2022,,gas,111,3,1158,,,,true,,,,3,,Namur,,December 31 2022 - 12:00 AM,2022,,13 m,4,"Living area (residential, urban or rural)",,160m²square meters,67m²square meters,,,,3,15m²square meters,12m²square meters,12m²square meters,1,,2,,,,,No,1158m²square meters,20 mmeters,,Yes,,,,,,111 kWh/m²kilowatt hour per square meters,B,2da9-1b8d-cc2a-7a00,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 380,000380000 €",,No,Chaussee de Charleroi 59 B 5030- Gembloux,http://www.trevitessier.be,183 - 93363911,Namur,3,,North East,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144522,10144522,house,villa,270000,forsale,5140,xl,semiequipped,,torenovate,fueloil,671,3,1014,,true,,,,,1,,,Namur,After signing the deed,,,To renovate,,4,,,272m²square meters,52m²square meters,,Semi equipped,24m²square meters,3,19m²square meters,15m²square meters,8m²square meters,,2,2,,,Yes,,No,1014m²square meters,,,,,,,,,671 kWh/m²kilowatt hour per square meters,G,20220818011018,166 kg CO₂/m²,182526 kWh/year,No,Fuel oil,,,,,,,,"€ 270,000270000 €",€ 802802 €,No,Chaussé de Nivelles 22 5140- Sombreffe,http://www.davidrobin.be,6567 - 3383,Namur,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161265,10161265,house,villa,360000,forsale,5030,xl,semiequipped,,torenovate,fueloil,439,5,1400,true,true,1400,,,,1,,,Namur,To be defined,,,To renovate,,,,Link to the virtual visit,350m²square meters,,,Semi equipped,17m²square meters,5,19m²square meters,14m²square meters,14m²square meters,,1,2,,,Yes,Yes,No,1400m²square meters,,Connected,Yes,,,,,,439 kWh/m²kilowatt hour per square meters,F,20220922017250,Not specified,Not specified,,Fuel oil,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 360,000360000 €","€ 1,3601360 €",No,Ch. de Charleroi 95 1360- Thorembais-St-Trond,http://www.immovillages.com,,Namur,,1400m²square meters,South West,,1,,,,,,,,,16m²square meters,12m²square meters,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9930044,9930044,house,villa,1250000,forsale,5100,xl,hyperequipped,1996,asnew,fueloil,113,7,2013,true,true,1800,true,,true,2,5,,Namur,After signing the deed,,1996,As new,45 m,4,,Link to the virtual visit,430m²square meters,,Yes,Hyper equipped,,7,30m²square meters,15m²square meters,20m²square meters,3,2,3,,,Yes,Yes,No,2013m²square meters,,Not connected,,No,No,,,Yes,113 kWh/m²kilowatt hour per square meters,B,20210921010756,28 kg CO₂/m²,54226 kWh/year,,Fuel oil,Yes,,,,,Recognized flood zone,,"€ 1,250,0001250000 €","€ 2,0072007 €",No,Chaussée de Marche 4745101- Erpent,http://www.latouretpetit.be,4733494,Namur,5,1800m²square meters,,,2,200m²square meters,,,,,,,,16m²square meters,14m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162034,10162034,house,house,510000,forsale,5651,xl,installed,2008,,fueloil,209,3,3700,,,,,,,,,,Namur,After signing the deed,,2008,,,4,,,254m²square meters,44m²square meters,,Installed,14m²square meters,3,24m²square meters,19m²square meters,13m²square meters,1,,2,,,,,Yes,3700m²square meters,,,,,,,,,209 kWh/m²kilowatt hour per square meters,C,2022100425700,Not specified,71973 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 510,000510000 €",,No,Chaussée de Charleroi 226 6220- Fleurus,http://www.davidrobin.be,6554 - 3390,Namur,,,South,,,,,,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121698,10121698,house,house,399000,forsale,5030,xl,,2012,good,gas,238,4,567,,,475,true,,,2,3,,Namur,After signing the deed,,2012,Good,,4,,,144m²square meters,29m²square meters,,,12m²square meters,4,15m²square meters,13m²square meters,12m²square meters,1,1,2,,,,,No,567m²square meters,,,Yes,,,Yes,,,238 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 399,000399000 €",,No,Avenue Louise 367 1050- Ixelles,http://www.openthedoor.be,154 - 56,Namur,3,475m²square meters,South,,2,44m²square meters,,Philippe MATHY,,,,,,11m²square meters,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10062930,10062930,house,chalet,99500,forsale,5540,xl,semiequipped,1982,good,gas,802,2,378,,,280,,,,1,3,,Namur,To be defined,,1982,Good,,4,Countryside,Link to the virtual visit,87m²square meters,17m²square meters,Yes,Semi equipped,6m²square meters,2,8m²square meters,8m²square meters,,1,,1,,,,,No,378m²square meters,,Not connected,No,,,,,,802 kWh/m²kilowatt hour per square meters,G,20210414022423,Not specified,59676 kWh/year,,Gas,,,,,,,"Living area (residential, urban or rural)","€ 99,50099500 €",€ 294294 €,No,Chaussée Napoléon 3 4500- Huy,http://www.labelimmo.be,4863405,Namur,3,280m²square meters,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126332,10126332,house,house,134999,forsale,5070,xl,semiequipped,1951,torenovate,fueloil,337,4,197,true,,,,,,,,,Namur,To be defined,,1951,To renovate,,2,,,258m²square meters,,Yes,Semi equipped,,4,12m²square meters,15m²square meters,19m²square meters,1,1,2,,,,Yes,No,197m²square meters,,Connected,No,No,No,,Yes,No,337 kWh/m²kilowatt hour per square meters,D,20170729004158,85 kg CO₂/m²,54489 kWh/year,,Fuel oil,Yes,,,,,,,"Make an offer starting from€ 134,999Make an offer starting from134999 €",€ 247247 €,No,"4, Place Sabatier 6031- MONCEAU-SUR-SAMBRE",,4895176,Namur,,,,,,,,,,,,,,20m²square meters,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118984,10118984,house,house,160000,forsale,5140,xl,semiequipped,,good,fueloil,534,4,550,,true,,,,,1,,,Namur,After signing the deed,,,Good,,3,,,93m²square meters,29m²square meters,Yes,Semi equipped,10m²square meters,4,13m²square meters,11m²square meters,10m²square meters,2,,4,,,Yes,,No,550m²square meters,,,,,,,,,534 kWh/m²kilowatt hour per square meters,G,20220525009244,Not specified,75854 kWh/year,No,Fuel oil,Yes,,,,,,,"€ 160,000160000 €",€ 508508 €,No,Chaussé de Nivelles 22 5140- Sombreffe,http://www.davidrobin.be,6533 - 3380,Namur,,,,"Yes, conform",1,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105622,10105622,house,house,170000,forsale,5537,xl,notinstalled,1960,torenovate,fueloil,675,2,1092,true,true,900,true,,,2,8,,Namur,After signing the deed,December 31 2022 - 12:00 AM,1960,To renovate,,4,,,90m²square meters,38m²square meters,Yes,Not installed,6m²square meters,2,14m²square meters,14m²square meters,,1,1,1,,,Yes,Yes,No,1092m²square meters,,,,,,,,,675 kWh/m²kilowatt hour per square meters,G,20220817020364,166 kg CO₂/m²,63175 kWh/year,,Fuel oil,Yes,,,,,Non flood zone,,"€ 170,000170000 €",€ 758758 €,No,Chaussée de Marche 4745101- Erpent,http://www.latouretpetit.be,4898770,Namur,8,900m²square meters,,"Yes, conform",2,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10050278,10050278,house,house,195000,forsale,5580,xl,notinstalled,1936,torenovate,fueloil,629,5,1310,,true,,true,,,1,3,,Namur,After signing the deed,,1936,To renovate,,4,Countryside,Link to the virtual visit,,32m²square meters,,Not installed,20m²square meters,5,14m²square meters,12m²square meters,7m²square meters,1,1,1,,,Yes,,No,1310m²square meters,,Connected,No,,,,,,629 kWh/m²kilowatt hour per square meters,G,20220630021766,156 kg CO₂/m²,111440 kWh/year,,Fuel oil,,,,,,Non flood zone,,"€ 195,000195000 €",€ 602602 €,No,Route de Marche 25 5580- Rochefort,https://honesty.be/,4863872,Namur,3,,,,1,,,,,Yes,,Zone Province de Namur,,16m²square meters,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133733,10133733,house,apartmentblock,275000,forsale,5590,xl,hyperequipped,,,gas,461,4,980,,true,980,true,,,2,2,,Namur,After signing the deed,,,,,3,,,240m²square meters,50m²square meters,,Hyper equipped,,4,18m²square meters,14m²square meters,14m²square meters,3,,2,,,Yes,,No,980m²square meters,,,,,,,,,461 kWh/m²kilowatt hour per square meters,F,20220920011847,218 kg CO₂/m²,100350 kWh/year,No,Gas,,,,,,,,"€ 275,000275000 €",€ 654654 €,Yes,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5703 - 4604156,Namur,2,980m²square meters,,,2,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104068,10104068,house,apartmentblock,325000,forsale,5000,xl,semiequipped,1950,tobedoneup,gas,203,8,137,true,true,,,,,,,,Namur,After signing the deed,September 30 2022 - 12:00 AM,1950,To be done up,,2,,,137m²square meters,16m²square meters,Yes,Semi equipped,10m²square meters,8,15m²square meters,18m²square meters,15m²square meters,5,5,5,,,Yes,Yes,No,137m²square meters,,Connected,No,,,,,,203 kWh/m²kilowatt hour per square meters,C_B,20220512031172,39 kg CO₂/m²,4340 kWh/year,,Gas,Yes,,,,,Non flood zone,,"€ 325,000325000 €","€ 1,6701670 €",Yes,Chaussée de Marche 4745101- Erpent,http://www.latouretpetit.be,4927539,Namur,,,,,,,,,,,,,,18m²square meters,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131091,10131091,house,house,290000,forsale,5150,xl,semiequipped,,,wood,493,4,990,,,,true,true,,4,4,,Namur,Depending on the tenant,,,,,3,,,139m²square meters,38m²square meters,,Semi equipped,15m²square meters,4,16m²square meters,16m²square meters,15m²square meters,,1,1,60m²square meters,Yes,,,No,990m²square meters,,,Yes,,,,,,493 kWh/m²kilowatt hour per square meters,F,20220914014693,Not specified,96431 kWh/year,No,Wood,,,,,,Non flood zone,,"€ 290,000290000 €",€ 470470 €,No,Chaussée de Huy 231 1325- Chaumont-Gistoux,http://www.trust-realestate.be,5669 - 4604154,Namur,4,,,,4,100m²square meters,,,,,,,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
